system:index,FID_1,FID_2,GRID_CODE,POINTID,RASTERVALU,Shape_Area,Shape_Leng,co2_value,cover_norm,density_norm,height_norm,lc_10,lc_20,lc_30,lc_40,lc_50,lc_60,ntl_norm,population_norm,距离,.geo
000000000000000017d5,2083,7376,2456.33422852,7377,2456.33422852,6.94444444391E-5,0.0333333333321,2456.33422852,0.2927752032955331,0.015117957358220576,0.10255639097745614,0.0,0.0,0.0,0.0,1.0,0.0,0.1784277237520617,0.26051395009426076,0.00416666666652,"{""type"":""Polygon"",""coordinates"":[[[113.20206137110077,23.108332487837917],[113.20306916025217,23.107168670607617],[113.20833535783622,23.10430593163851],[113.20833535783622,23.10833253833162],[113.20206137110077,23.108332487837917]]]}"
000000000000000017e2,2065,7700,879.37646484,7701,879.376464844,6.94444444391E-5,0.0333333333321,879.376464844,0.0016430973506931267,0.0012520338613455188,0.02666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.1696060507033079,0.04915250649929425,0.00416666666653,"{""type"":""Polygon"",""coordinates"":[[[113.2333330622074,23.049998580520324],[113.2333330622074,23.046074569823745],[113.23798384954495,23.046101298424208],[113.24166712820357,23.045860511724168],[113.24166712820357,23.04999850396173],[113.2333330622074,23.049998580520324]]]}"
0000000000000000199d,2916,6946,1478.67346191,6947,1478.67346191,6.94444444391E-5,0.0333333333321,1478.67346191,0.14792167801585987,0.00974065453762968,0.08342105263156667,1.0,0.0,0.0,0.0,0.0,0.0,0.09966002970899948,0.019445546956853355,0.00416666666644,"{""type"":""Polygon"",""coordinates"":[[[113.18022071343047,23.159126094472576],[113.18039010724114,23.158332390720183],[113.18333313659514,23.158332400092238],[113.18333313659514,23.163076926067472],[113.18129978040436,23.16085621592023],[113.18022071343047,23.159126094472576]]]}"
000000000000000019c7,2619,7522,1829.43847656,7523,1829.43847656,6.94444444391E-5,0.0333333333321,1829.43847656,0.3894395349301855,0.00894646681378569,0.046547335797469724,1.0,0.0,0.0,0.0,0.0,0.0,0.11160034220425194,0.12129166109552422,0.00416666666629,"{""type"":""Polygon"",""coordinates"":[[[113.20833535783622,23.083334778130446],[113.20833535783622,23.091668875855937],[113.20545477050011,23.0916688754555],[113.20410366478079,23.089519525082363],[113.20379151428446,23.0884493492533],[113.2047413237527,23.087428247670534],[113.20448269799383,23.087058088008718],[113.20359531831284,23.08617971685828],[113.20356405781025,23.086032571026905],[113.20346600523662,23.086050385431427],[113.20167788378086,23.08639370068082],[113.20000126025225,23.086531919225678],[113.20000126025225,23.083334807507715],[113.20833535783622,23.083334778130446]]]}"
00000000000000001f8f,4184,7028,1771.07946777,7029,1771.07946777,6.94444444391E-5,0.0333333333321,1771.07946777,0.13129187906849488,0.00661395081039813,0.04150943396226667,0.0,0.0,0.0,0.0,1.0,0.0,0.16490606355595386,0.026355289783074862,0.0058925565096,"{""type"":""Polygon"",""coordinates"":[[[113.18217373804553,23.14999836567349],[113.18224961972895,23.149646099501414],[113.1831280291494,23.147831234041085],[113.18333313659514,23.147768761499602],[113.18333313659514,23.149998346124253],[113.18217373804553,23.14999836567349]]]}"
000000000000000011f4,992,7319,2796.17041016,7320,2796.17041016,6.94444444396E-5,0.0333333333322,2796.17041016,0.07315421039641021,0.006267528780650064,0.03586206896553334,0.0,0.0,0.0,0.0,0.8421052631578947,0.0,0.17480409273165212,0.2576094576380479,0.00416666666646,"{""type"":""Polygon"",""coordinates"":[[[113.19894893842817,23.119462392593423],[113.19898010825928,23.116666574435694],[113.20000126025225,23.11666659998526],[113.20000126025225,23.12495154846504],[113.19974263277008,23.124973870805],[113.19973817994192,23.124924842131712],[113.19972036862896,23.124786574827784],[113.19894893842817,23.119462392593423]]]}"
0000000000000000137f,1490,5361,190.23052979,5362,190.230529785,6.94444444401E-5,0.0333333333323,190.230529785,3.250755230958748E-4,1.8557892384737012E-4,0.006666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.022972579175510422,0.005158759198385754,0.00416666666645,"{""type"":""Polygon"",""coordinates"":[[[113.10000144418824,23.299998017297412],[113.10515177528991,23.299998012453063],[113.10373822791917,23.30373031280249],[113.10751507373134,23.308332068289438],[113.10000144418824,23.30833208906464],[113.10000144418824,23.299998017297412]]]}"
000000000000000013f1,1358,7695,797.91455078,7696,797.914550781,6.94444444401E-5,0.0333333333323,797.914550781,0.3978003884192897,0.006799008721242572,0.0376119402985,0.6822429906542057,0.0,0.0,0.0,0.31775700934579443,0.0,0.17899200265643284,0.04198569808986343,0.00416666666645,"{""type"":""Polygon"",""coordinates"":[[[113.52499837661026,23.051291652922483],[113.52949318036413,23.054930317013785],[113.5311697650967,23.05582213294895],[113.53333245153806,23.057989220978445],[113.53333245153806,23.058332630323807],[113.52499837661026,23.05833256199833],[113.52499837661026,23.051291652922483]]]}"
00000000000000001db0,3753,7476,2116.71142578,7477,2116.71142578,6.94444444401E-5,0.0333333333323,2116.71142578,0.2741733492753658,0.007875522446626808,0.04902255639096667,1.0,0.0,0.0,0.0,0.0,0.0,0.11262091658581651,0.16710261601955048,0.00416666666629,"{""type"":""Polygon"",""coordinates"":[[[113.20833535783622,23.091668875855937],[113.20833535783622,23.095998617444458],[113.20793397192428,23.09545461470722],[113.20663639521979,23.093555073922907],[113.20545477050011,23.0916688754555],[113.20833535783622,23.091668875855937]]]}"
00000000000000001f8e,4013,7028,1771.07946777,7029,1771.07946777,6.94444444401E-5,0.0333333333323,1771.07946777,0.17521205764243494,0.008226302207151781,0.08405498281786666,0.0,0.0,0.0,0.0,1.0,0.0,0.16490606355595386,0.026355289783074862,0.00416666666644,"{""type"":""Polygon"",""coordinates"":[[[113.18039010724114,23.158332390720183],[113.18217373804553,23.14999836567349],[113.18333313659514,23.149998346124253],[113.18333313659514,23.158332400092238],[113.18039010724114,23.158332390720183]]]}"
000000000000000005ae,7380,7308,629.53735352,7309,629.537353516,6.94444444405E-5,0.0333333333324,629.537353516,0.18880847101080409,0.012309805098551074,0.07985423842877215,0.6941176470588236,0.0,0.0,0.0,0.0,0.0,0.08519206202977155,0.07143036183980774,0.00416666666638,"{""type"":""Polygon"",""coordinates"":[[[113.64166631984628,23.11860624483365],[113.64505079258927,23.121879281920254],[113.6458043276153,23.122878124790667],[113.64587125397159,23.12298509477667],[113.6459380895107,23.123087639817168],[113.64608974077204,23.123002961681014],[113.64768162247421,23.12313674794514],[113.65000033122041,23.122249384716625],[113.65000033122041,23.125000591547572],[113.64166631984628,23.125000614549393],[113.64166631984628,23.11860624483365]]]}"
000000000000000007dc,7535,8883,150.00109863,8884,150.001098633,6.94444444405E-5,0.0333333333324,150.001098633,0.026911546617832353,0.0014837041980695898,0.03458128078818391,0.0,0.0,0.0,1.0,0.0,0.0,0.04572059543050966,0.00656163228078972,0.00416666666648,"{""type"":""Polygon"",""coordinates"":[[[113.616668625486,22.75139929339493],[113.61940202632958,22.753570866116675],[113.61838536877106,22.757378915645628],[113.61842550838966,22.75833317028505],[113.616668625486,22.75833323886412],[113.616668625486,22.75139929339493]]]}"
00000000000000000b6a,8626,7562,747.0848999,7563,747.084899902,6.94444444405E-5,0.0333333333324,747.084899902,0.21910995853121049,0.002822499335372793,0.040756458783384075,0.0,0.0,0.0,0.0,1.0,0.0,0.08076119094132063,0.046261436822365304,0.0041666666664,"{""type"":""Polygon"",""coordinates"":[[[113.54166649930306,23.075254925939102],[113.54265195779476,23.077805523332675],[113.54496628010727,23.080284782355054],[113.54515356170575,23.080400647806236],[113.54514457001058,23.080409577663517],[113.54625045665348,23.081198868674317],[113.54736524204114,23.08182316702839],[113.54768185741533,23.08200146638637],[113.54770855990893,23.08196583588814],[113.5477130103244,23.081965819718572],[113.54768630783103,23.082005977319263],[113.54875204517386,23.082603453804936],[113.5500006102174,23.08310290078317],[113.5500006102174,23.083334804893408],[113.54166649930306,23.08333480171566],[113.54166649930306,23.075254925939102]]]}"
0000000000000000077b,7772,7256,0.0,7257,0.0,6.94444444386E-5,0.0333333333319,0.0,0.2945013249527157,0.006969231510475253,0.07581795817956666,0.0,0.0,0.0,0.0,1.0,0.0,0.23145590238968303,0.37042662324330855,0.00416666666629,"{""type"":""Polygon"",""coordinates"":[[[113.20833535783622,23.125000592990496],[113.20833535783622,23.13333466160778],[113.20642238888912,23.13333465680923],[113.20582935020202,23.12940173456596],[113.20607897902023,23.12618226560264],[113.20553501163195,23.125000656984106],[113.20833535783622,23.125000592990496]]]}"
0000000000000000143b,1134,9149,0.0,9150,0.0,6.94444444386E-5,0.0333333333319,0.0,8.456836749004571E-4,6.346220201492896E-4,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.016265947760436748,1.0938313267214646E-4,0.00416666666662,"{""type"":""Polygon"",""coordinates"":[[[113.65000033122041,22.608333510818916],[113.65416515602496,22.60833352211403],[113.65197132592724,22.612181735422016],[113.65000033122041,22.615637475021938],[113.65000033122041,22.608333510818916]]]}"
000000000000000011d8,935,6779,0.0,6780,0.0,6.94444444391E-5,0.0333333333321,0.0,0.20167348438521998,0.00708552633519822,0.07362717930254016,0.1372549019607843,0.0,0.0,0.0,0.6274509803921569,0.0,0.08805682265740897,0.07121187534623312,0.00416666666629,"{""type"":""MultiPolygon"",""coordinates"":[[[[113.20000126025225,23.17500049292573],[113.20047389582648,23.1750005374413],[113.20000126025225,23.17517000569168],[113.20000126025225,23.17500049292573]]],[[[113.20048289234754,23.17500051150304],[113.20833535783622,23.17500051931155],[113.20833535783622,23.18333456989665],[113.20396989899537,23.183334617950578],[113.20549484563051,23.17982084936104],[113.20584716136196,23.179379349965053],[113.20591404408101,23.179299066942924],[113.20489290057672,23.178603514614597],[113.20048289234754,23.17500051150304]]]]}"
00000000000000001d9b,4002,7108,0.0,7109,0.0,6.94444444391E-5,0.0333333333321,0.0,0.23029839098015106,0.019203492973451912,0.16741848725586667,0.0,0.0,0.0,0.0,0.4482758620689655,0.5517241379310345,0.15494593086504602,0.1547497819399075,0.00416666666629,"{""type"":""Polygon"",""coordinates"":[[[113.20833535783622,23.14166875704936],[113.20833535783622,23.149998343718305],[113.20000126025225,23.149998324927214],[113.20000126025225,23.147621668975347],[113.20622174085676,23.14610551917494],[113.20804547308224,23.144147999743403],[113.20767534732904,23.141668770930757],[113.20833535783622,23.14166875704936]]]}"
00000000000000000fec,333,7184,0.0,7185,0.0,6.94444444405E-5,0.0333333333324,0.0,0.305423593754901,0.006684823098973704,0.07752390981455555,0.0,0.0,0.0,0.0,1.0,0.0,0.22319827400487438,0.3660586890330834,0.00416666666629,"{""type"":""Polygon"",""coordinates"":[[[113.20642238888912,23.13333465680923],[113.20833535783622,23.13333466160778],[113.20833535783622,23.14166875704936],[113.20767534732904,23.141668770930757],[113.20642238888912,23.13333465680923]]]}"
000000000000000001be,6335,8107,1233.14770508,8108,1233.14770508,6.94444444367E-5,0.0333333333315,1233.14770508,0.2563521337096039,0.005398003741037643,0.06934605879151873,0.0,0.0,0.0,0.7787234042553192,0.22127659574468087,0.0,0.08308565449223365,0.08088533425221628,0.0,"{""type"":""Polygon"",""coordinates"":[[[113.32499874801528,22.949998773308746],[113.33333286645494,22.949998698027283],[113.33333286645494,22.958332777090423],[113.32499874801528,22.958332795813188],[113.32499874801528,22.949998773308746]]]}"
000000000000000001f8,6429,8782,473.98083496,8783,473.980834961,6.94444444367E-5,0.0333333333315,473.980834961,0.1445424532553358,0.005340001164451341,0.03984633569740889,0.5720338983050848,0.0,0.0,0.0,0.4279661016949153,0.0,0.09391209717091759,0.015129057685333965,0.0,"{""type"":""Polygon"",""coordinates"":[[[113.54166649930306,22.78333540252554],[113.53333245153806,22.783335416699465],[113.53333245153806,22.775001305678078],[113.54166649930306,22.775001324980572],[113.54166649930306,22.78333540252554]]]}"
000000000000000001fb,6262,8830,99.74739838,8831,99.7473983765,6.94444444367E-5,0.0333333333315,99.7473983765,1.9806936388727704E-4,3.190961847565495E-5,0.006666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.01831627596080238,0.002199452095132081,0.0,"{""type"":""Polygon"",""coordinates"":[[[113.41666451947052,22.758333229256742],[113.42499862819479,22.758333194736693],[113.42499862819479,22.76666728358998],[113.41666451947052,22.766667263900775],[113.41666451947052,22.758333229256742]]]}"
00000000000000000260,6566,1121,61.12262344,1122,61.1226234436,6.94444444367E-5,0.0333333333315,61.1226234436,0.0073791102394541105,0.005105464342908411,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.09971260059878463,0.014982838891991899,0.0,"{""type"":""Polygon"",""coordinates"":[[[113.70833433345118,23.691667667658493],[113.71666841900036,23.691667596187592],[113.71666841900036,23.700001690570026],[113.70833433345118,23.70000171103734],[113.70833433345118,23.691667667658493]]]}"
000000000000000003a6,6760,7267,6455.68847656,7268,6455.68847656,6.94444444367E-5,0.0333333333315,6455.68847656,0.4409257507211613,0.012229590645742968,0.18566164154103335,0.0,0.0,0.0,0.748936170212766,0.25106382978723407,0.0,0.21661992847328923,0.45915194201455317,0.0,"{""type"":""Polygon"",""coordinates"":[[[113.30000103352084,23.125000624902196],[113.3083351024985,23.12500065852567],[113.3083351024985,23.133334658795984],[113.30000103352084,23.133334653163377],[113.30000103352084,23.125000624902196]]]}"
000000000000000003c0,6712,7883,687.06903076,7884,687.069030762,6.94444444367E-5,0.0333333333315,687.069030762,0.4788289570087726,0.006263211401855358,0.052245540235263135,0.05932203389830508,0.0,0.0,0.5677966101694916,0.37288135593220334,0.0,0.16529860889036438,0.04858111400592892,0.0,"{""type"":""Polygon"",""coordinates"":[[[113.3833327049173,23.008332749074864],[113.39166679957177,23.00833272490272],[113.39166679957177,23.016666768864884],[113.38333270491728,23.016666737457506],[113.3833327049173,23.008332749074864]]]}"
000000000000000003dd,6925,8335,366.60058594,8336,366.600585938,6.94444444367E-5,0.0333333333315,366.600585938,0.6462963372398488,0.004791100810952604,0.08322775263953333,0.01694915254237288,0.0,0.0,0.0,0.983050847457627,0.0,0.06090259630008656,0.021199413760292586,0.0,"{""type"":""Polygon"",""coordinates"":[[[113.34166687919412,22.89999887379424],[113.34166687919412,22.89166476400608],[113.3500009674311,22.891664777526437],[113.35000096743111,22.899998857859927],[113.34166687919412,22.89999887379424]]]}"
000000000000000003f3,6587,8784,420.25149536,8785,420.251495361,6.94444444367E-5,0.0333333333315,420.251495361,0.12415012165693884,0.004231995776256318,0.035401306326438425,1.0,0.0,0.0,0.0,0.0,0.0,0.04565750692808345,0.034031748333670696,0.0,"{""type"":""Polygon"",""coordinates"":[[[113.5583346021186,22.775001351502485],[113.5583346021186,22.783335361617684],[113.5500006102174,22.783335403239104],[113.5500006102174,22.775001273899473],[113.5583346021186,22.775001351502485]]]}"
000000000000000005ad,7233,7270,4190.17138672,7271,4190.17138672,6.94444444367E-5,0.0333333333315,4190.17138672,0.4221510502595512,0.008172503790387291,0.18818474758323334,0.8042553191489361,0.0,0.0,0.0,0.1957446808510638,0.0,0.21510583650029708,0.5096324447217,0.0,"{""type"":""Polygon"",""coordinates"":[[[113.32499874801528,23.125000635933723],[113.33333286645494,23.125000642064393],[113.33333286645494,23.133334643123305],[113.32499874801528,23.133334665463696],[113.32499874801528,23.125000635933723]]]}"
000000000000000005bc,7178,7617,1349.01513672,7618,1349.01513672,6.94444444367E-5,0.0333333333315,1349.01513672,0.4949880488567949,0.013585039234221672,0.0880431848853,0.0,0.0,0.0,0.0,1.0,0.0,0.1662484219585648,0.13802976535138056,0.0,"{""type"":""Polygon"",""coordinates"":[[[113.24166712820357,23.066666699666996],[113.25000118500549,23.06666668042798],[113.25000118500549,23.07500075539468],[113.24166712820357,23.0750007161168],[113.24166712820357,23.066666699666996]]]}"
000000000000000005d0,7270,8114,1178.21911621,8115,1178.21911621,6.94444444367E-5,0.0333333333315,1178.21911621,0.4925697885054234,0.0054750296552315185,0.06999331997326667,0.7499999999999999,0.0,0.0,0.1906779661016949,0.05932203389830508,0.0,0.1342212181636148,0.128736776183115,0.0,"{""type"":""Polygon"",""coordinates"":[[[113.3833327049173,22.949998751580566],[113.39166679957177,22.949998766304226],[113.39166679957177,22.958332809362567],[113.3833327049173,22.95833282472304],[113.3833327049173,22.949998751580566]]]}"
000000000000000005d1,7028,8116,958.81604004,8117,958.816040039,6.94444444367E-5,0.0333333333315,958.816040039,0.568740487469232,0.006188176237352158,0.04358678108670127,0.0,0.0,0.0,0.5466101694915254,0.4533898305084746,0.0,0.11657787206568657,0.15716508843121987,0.0,"{""type"":""Polygon"",""coordinates"":[[[113.4000008757874,22.949998722349264],[113.40833493305125,22.94999870516013],[113.40833493305125,22.958332773066576],[113.4000008757874,22.95833282065876],[113.4000008757874,22.949998722349264]]]}"
0000000000000000077c,7820,7260,5689.30078125,7261,5689.30078125,6.94444444367E-5,0.0333333333315,5689.30078125,0.6522316403329207,0.00953685062595163,0.17090423345663333,0.2489451476793249,0.0,0.0,0.0,0.751054852320675,0.0,0.15393242640455393,0.5929420761137582,0.0,"{""type"":""Polygon"",""coordinates"":[[[113.25000118500549,23.12500061103986],[113.25000118500549,23.13333471817286],[113.24166712820357,23.133334696218693],[113.24166712820357,23.125000647759666],[113.25000118500549,23.12500061103986]]]}"
